,ListingCreationDate,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,BorrowerState,Occupation,EmploymentStatus,CreditScoreRangeUpper,Credit,Rate_Range,Count
100222,2013-10-08 14:18:14.787000000,36,Current,,0.31616,0.2769,WI,Professional,Employed,659.0,Fair,25-29.99%,1
100223,2012-04-18 19:24:34.953000000,60,Current,,0.28704,0.261,WI,Sales - Commission,Self-employed,639.0,Poor,25-29.99%,1
100253,2013-08-20 15:03:50.077000000,60,Current,,0.18197,0.1585,WI,Computer Programmer,Employed,719.0,Good,15-19.99%,1
100376,2013-06-07 05:51:07.290000000,36,Current,,0.08325,0.0699,WI,Executive,Employed,799.0,Excellent,5-9.99%,1
100577,2014-02-19 08:18:42.290000000,36,Current,,0.09065,0.0769,WI,Other,Employed,739.0,Good,5-9.99%,1
100601,2013-08-19 19:04:34.703000000,36,Current,,0.2353,0.1979,WI,Engineer - Mechanical,Employed,739.0,Good,15-19.99%,1
100629,2014-01-21 06:54:28.567000000,60,Current,,0.15844,0.1355,WI,Accountant/CPA,Employed,719.0,Good,10-14.99%,1
100634,2013-09-03 12:19:34.537000000,36,Current,,0.25781,0.2199,WI,Executive,Employed,839.0,Excellent,20-24.99%,1
100836,2007-04-10 07:20:43.110000000,36,Completed,2009-03-12 00:00:00,0.17722,0.17,WI,Scientist,Full-time,659.0,Fair,15-19.99%,1
100952,2013-12-15 07:00:03.957000000,36,Current,,0.32446,0.285,WI,Clerical,Employed,659.0,Fair,25-29.99%,1
101058,2009-08-21 14:32:53.460000000,36,Completed,2010-12-28 00:00:00,0.14132,0.12,WI,Professional,Full-time,779.0,Excellent,10-14.99%,1
101101,2010-03-24 09:05:57.057000000,36,Completed,2012-06-18 00:00:00,0.28574,0.2625,WI,Other,Full-time,659.0,Fair,25-29.99%,1
101134,2007-03-12 19:44:24.883000000,36,Completed,2010-02-26 00:00:00,0.16014,0.153,WI,Food Service,Full-time,699.0,Fair,15-19.99%,1
101137,2008-01-16 18:23:25.210000000,36,Completed,2008-04-15 00:00:00,0.11194,0.105,WI,Other,Full-time,799.0,Excellent,10-14.99%,1
101222,2013-06-24 19:01:01.137000000,60,Current,,0.21566,0.1914,WI,Other,Self-employed,739.0,Good,15-19.99%,1
101255,2014-03-03 08:34:28.360000000,60,Current,,0.20321,0.179,WI,Professional,Employed,719.0,Good,15-19.99%,1
101301,2011-03-30 14:11:44.697000000,36,Current,,0.34887,0.3125,WI,Other,Full-time,659.0,Fair,30-34.99%,1
101310,2012-04-18 16:45:25.193000000,36,Completed,2014-02-14 00:00:00,0.35797,0.3177,WI,Professional,Employed,719.0,Good,30-34.99%,1
101314,2013-07-29 15:33:32.183000000,36,Past Due (31-60 days),,0.33286,0.2932,WI,Truck Driver,Employed,619.0,Poor,25-29.99%,1
101369,2014-02-13 16:15:34.513000000,36,Current,,0.24603,0.208,WI,Professional,Employed,659.0,Fair,20-24.99%,1
101452,2006-09-07 08:50:01.810000000,36,Completed,2008-08-01 00:00:00,0.13504,0.128,WI,Nurse (RN),Not available,699.0,Fair,10-14.99%,1
101672,2011-02-17 16:53:00.720000000,36,Completed,2012-03-02 00:00:00,0.10993,0.089,WI,Laborer,Employed,759.0,Excellent,5-9.99%,1
101678,2007-05-18 23:21:57.590000000,36,Completed,2008-05-09 00:00:00,0.16987,0.1542,WI,Accountant/CPA,Full-time,559.0,Poor,15-19.99%,1
101750,2013-01-10 23:35:19.640000000,60,Current,,0.20367,0.1797,WI,Retail Management,Employed,699.0,Fair,15-19.99%,1
101773,2013-05-17 03:37:34.957000000,60,Completed,2013-11-21 00:00:00,0.14453,0.1219,WI,Laborer,Employed,779.0,Excellent,10-14.99%,1
101802,2011-11-28 12:30:12.327000000,36,Defaulted,2012-08-30 00:00:00,0.29486,0.2561,WI,Professional,Employed,679.0,Fair,25-29.99%,1
101950,2011-10-18 03:49:03.793000000,36,Completed,2013-08-27 00:00:00,0.35132,0.3149,WI,Executive,Self-employed,719.0,Good,30-34.99%,1
101981,2007-06-21 01:01:16.837000000,36,Completed,2010-03-02 00:00:00,0.12274,0.114,WI,Military Enlisted,Full-time,739.0,Good,10-14.99%,1
102003,2012-03-14 13:25:24.400000000,60,Current,,0.09826,0.0961,WI,Executive,Employed,799.0,Excellent,5-9.99%,1
102185,2008-09-14 20:59:44.530000000,36,Completed,2011-06-14 00:00:00,0.19196,0.17,WI,Sales - Retail,Full-time,539.0,Bad,15-19.99%,1
102212,2011-11-05 08:57:03.447000000,36,Completed,2012-01-05 00:00:00,0.2951,0.2599,WI,Sales - Retail,Employed,759.0,Excellent,25-29.99%,1
102220,2013-08-02 05:56:52.807000000,36,Current,,0.13138,0.1034,WI,Professional,Employed,719.0,Good,10-14.99%,1
102416,2014-01-09 08:47:37.670000000,60,Current,,0.14147,0.1189,WI,Administrative Assistant,Employed,699.0,Fair,10-14.99%,1
102441,2010-12-28 13:18:01.777000000,36,Completed,2013-03-11 00:00:00,0.35858,0.322,WI,Analyst,Employed,719.0,Good,30-34.99%,1
102568,2008-07-19 13:20:20.553000000,36,Completed,2011-08-05 00:00:00,0.31363,0.29,WI,Sales - Retail,Part-time,559.0,Poor,25-29.99%,1
102569,2013-11-30 18:08:38.733000000,36,Current,,0.14206,0.1139,WI,Skilled Labor,Employed,719.0,Good,10-14.99%,1
102571,2013-10-30 19:04:50.253000000,36,Current,,0.18837,0.152,WI,Nurse (RN),Employed,699.0,Fair,15-19.99%,1
102597,2010-01-20 13:50:45.240000000,36,Completed,2012-01-13 00:00:00,0.11448,0.0935,WI,Skilled Labor,Full-time,799.0,Excellent,5-9.99%,1
102631,2012-04-19 18:55:06.767000000,36,Current,,0.35797,0.3177,WI,Skilled Labor,Self-employed,699.0,Fair,30-34.99%,1
102668,2012-10-17 14:55:48.103000000,36,Current,,0.32538,0.2859,WI,Other,Employed,639.0,Poor,25-29.99%,1
102802,2013-12-14 16:18:29.613000000,36,Current,,0.13189,0.1039,WI,Investor,Self-employed,739.0,Good,10-14.99%,1
102814,2006-09-22 16:30:10.660000000,36,Completed,2009-02-02 00:00:00,0.14709,0.14,WI,Other,Not available,659.0,Fair,10-14.99%,1
102895,2013-10-15 13:15:47.153000000,60,Current,,0.19681,0.173,WI,Other,Employed,719.0,Good,15-19.99%,1
102917,2010-04-22 16:18:03.163000000,36,Completed,2010-05-25 00:00:00,0.25223,0.2285,WI,Clerical,Full-time,679.0,Fair,20-24.99%,1
102936,2012-05-07 11:02:00.917000000,60,Current,,0.16151,0.1385,WI,Computer Programmer,Employed,819.0,Excellent,10-14.99%,1
102968,2008-05-28 22:50:46.197000000,36,Completed,2008-08-28 00:00:00,0.30126,0.2778,WI,Professional,Self-employed,679.0,Fair,25-29.99%,1
102987,2008-08-12 22:40:12.197000000,36,Completed,2011-08-22 00:00:00,0.15094,0.1295,WI,Retail Management,Full-time,659.0,Fair,10-14.99%,1
103051,2012-03-13 08:23:30.160000000,36,Chargedoff,2012-09-26 00:00:00,0.35797,0.3177,WI,Sales - Commission,Employed,699.0,Fair,30-34.99%,1
103068,2013-09-16 10:17:01.927000000,36,Current,,0.15324,0.1249,WI,Skilled Labor,Employed,779.0,Excellent,10-14.99%,1
103110,2012-07-07 10:45:05.847000000,36,Current,,0.24758,0.2099,WI,Food Service,Employed,659.0,Fair,20-24.99%,1
103127,2010-01-06 09:24:14.447000000,36,Completed,2013-01-26 00:00:00,0.20969,0.185,WI,Sales - Commission,Full-time,659.0,Fair,15-19.99%,1
103129,2013-09-24 13:04:07.103000000,60,Current,,0.14249,0.1199,WI,Computer Programmer,Employed,719.0,Good,10-14.99%,1
103194,2013-10-29 12:10:22.633000000,36,Current,,0.15223,0.1239,WI,Other,Employed,679.0,Fair,10-14.99%,1
103234,2012-08-24 07:03:27.390000000,36,Current,,0.14816,0.1199,WI,Professional,Employed,659.0,Fair,10-14.99%,1
103256,2007-06-08 09:38:44.413000000,36,Completed,2009-03-16 00:00:00,0.11586,0.1089,WI,Professional,Full-time,759.0,Excellent,10-14.99%,1
103269,2013-07-12 07:45:42.533000000,36,Current,,0.14857,0.1203,WI,Tradesman - Mechanic,Employed,779.0,Excellent,10-14.99%,1
103293,2012-01-09 18:29:02.413000000,36,Completed,2014-02-26 00:00:00,0.17359,0.1449,WI,Professional,Employed,699.0,Fair,10-14.99%,1
103343,2008-09-27 15:08:35.907000000,36,Completed,2011-10-07 00:00:00,0.15488,0.137,WI,Skilled Labor,Full-time,739.0,Good,10-14.99%,1
103389,2008-06-12 22:05:31.200000000,36,Completed,2010-09-28 00:00:00,0.14709,0.14,WI,Other,Retired,819.0,Excellent,10-14.99%,1
103400,2013-06-17 19:48:58.407000000,36,Current,,0.19236,0.1559,WI,Analyst,Employed,719.0,Good,15-19.99%,1
103447,2007-02-22 06:51:10.503000000,36,Completed,2008-10-03 00:00:00,0.11696,0.11,WI,Skilled Labor,Full-time,779.0,Excellent,10-14.99%,1
103469,2013-05-04 06:26:09.533000000,60,Current,,0.19364,0.1699,WI,Other,Employed,739.0,Good,15-19.99%,1
103653,2010-09-24 16:16:52.393000000,36,Completed,2013-06-11 00:00:00,0.17322,0.1515,WI,Accountant/CPA,Employed,739.0,Good,15-19.99%,1
103715,2007-10-30 06:30:42.867000000,36,Completed,2010-11-13 00:00:00,0.11696,0.11,WI,Professional,Full-time,719.0,Good,10-14.99%,1
103793,2013-05-23 23:02:47.167000000,60,Current,,0.13942,0.1169,WI,Executive,Employed,779.0,Excellent,10-14.99%,1
103830,2012-12-03 12:18:23.040000000,12,Completed,2013-11-25 00:00:00,0.27181,0.1932,WI,Professional,Employed,679.0,Fair,15-19.99%,1
103844,2014-02-28 18:44:09.707000000,36,Current,,0.06726,0.0605,WI,Tradesman - Mechanic,Employed,779.0,Excellent,5-9.99%,1
103855,2013-10-21 16:52:12.413000000,36,Completed,2014-01-28 00:00:00,0.13301,0.105,WI,Skilled Labor,Employed,799.0,Excellent,10-14.99%,1
103957,2014-02-15 06:27:39.533000000,60,Current,,0.15449,0.1314,WI,Executive,Employed,759.0,Excellent,10-14.99%,1
104022,2013-11-30 16:18:54.920000000,36,Current,,0.28595,0.2474,WI,,Other,679.0,Fair,20-24.99%,1
104108,2010-03-11 07:12:02.717000000,36,Chargedoff,2011-02-23 00:00:00,0.2832,0.26,WI,Laborer,Full-time,699.0,Fair,25-29.99%,1
104118,2009-12-09 05:29:48.550000000,36,Completed,2012-12-24 00:00:00,0.14142,0.1201,WI,Other,Self-employed,779.0,Excellent,10-14.99%,1
104124,2014-03-06 17:36:53.543000000,36,Current,,0.21636,0.179,WI,Architect,Employed,659.0,Fair,15-19.99%,1
104138,2014-01-22 06:37:52.227000000,36,Current,,0.25279,0.215,WI,Professional,Employed,679.0,Fair,20-24.99%,1
104166,2013-11-18 16:59:54.563000000,36,Current,,0.14409,0.1159,WI,Truck Driver,Employed,699.0,Fair,10-14.99%,1
104186,2012-12-04 08:55:30.150000000,36,Chargedoff,2013-12-19 00:00:00,0.35797,0.3177,WI,Skilled Labor,Employed,719.0,Good,30-34.99%,1
104240,2014-01-05 13:17:31,36,Current,,0.12691,0.099,WI,Other,Employed,719.0,Good,5-9.99%,1
104267,2013-11-06 17:44:14.243000000,36,Current,,0.27776,0.2394,WI,Tradesman - Electrician,Employed,659.0,Fair,20-24.99%,1
104288,2012-02-19 10:08:18.797000000,60,Completed,2013-07-24 00:00:00,0.31375,0.287,WI,Other,Employed,779.0,Excellent,25-29.99%,1
104309,2012-07-10 09:29:03.560000000,36,Current,,0.28851,0.2499,WI,Psychologist,Employed,719.0,Good,20-24.99%,1
104461,2014-01-19 15:52:49.200000000,60,Current,,0.20808,0.184,WI,Skilled Labor,Employed,739.0,Good,15-19.99%,1
104495,2014-01-07 12:50:32.957000000,36,Current,,0.18633,0.15,WI,Skilled Labor,Employed,699.0,Fair,15-19.99%,1
104515,2012-03-29 10:51:14.050000000,36,Completed,2012-06-25 00:00:00,0.35797,0.3177,WI,Other,Employed,779.0,Excellent,30-34.99%,1
104516,2013-06-14 09:52:46.830000000,60,Current,,0.17522,0.1519,WI,Professional,Self-employed,819.0,Excellent,15-19.99%,1
104518,2011-03-31 05:09:34.483000000,36,Completed,2012-05-04 00:00:00,0.06888,0.0655,WI,Engineer - Chemical,Employed,859.0,Excellent,5-9.99%,1
104698,2008-04-24 08:07:56.483000000,36,Completed,2010-11-17 00:00:00,0.28908,0.2658,WI,Professional,Full-time,579.0,Poor,25-29.99%,1
104802,2007-04-30 15:37:49.600000000,36,Defaulted,2008-03-08 00:00:00,0.18454,0.17,WI,Professional,Full-time,579.0,Poor,15-19.99%,1
104811,2012-03-07 11:25:42.813000000,60,Chargedoff,2013-01-20 00:00:00,0.27246,0.2468,WI,Sales - Retail,Employed,739.0,Good,20-24.99%,1
104849,2007-11-30 18:45:09.303000000,36,Completed,2010-12-06 00:00:00,0.13705,0.13,WI,Laborer,Full-time,639.0,Poor,10-14.99%,1
104876,2011-07-30 08:43:04.940000000,36,Past Due (16-30 days),,0.202,0.1799,WI,Social Worker,Employed,719.0,Good,15-19.99%,1
104881,2013-05-06 13:56:33.983000000,60,Current,,0.23872,0.2139,WI,Sales - Commission,Employed,739.0,Good,20-24.99%,1
104889,2013-07-27 22:49:08.960000000,36,Current,,0.25013,0.2124,WI,Truck Driver,Employed,659.0,Fair,20-24.99%,1
104987,2012-09-06 16:40:56.783000000,60,Completed,2013-10-25 00:00:00,0.19661,0.1728,WI,Other,Employed,699.0,Fair,15-19.99%,1
105008,2013-12-10 08:14:47.770000000,60,Current,,0.15016,0.1274,WI,Tradesman - Mechanic,Employed,699.0,Fair,10-14.99%,1
105017,2010-12-28 17:42:49.103000000,36,Chargedoff,2011-11-06 00:00:00,0.13068,0.1095,WI,Other,Employed,759.0,Excellent,10-14.99%,1
105129,2013-10-23 17:06:09.790000000,36,Current,,0.15324,0.1249,WI,Administrative Assistant,Employed,739.0,Good,10-14.99%,1
105143,2011-11-03 19:55:58.317000000,36,Current,,0.202,0.1799,WI,Executive,Employed,679.0,Fair,15-19.99%,1
105273,2013-08-18 21:18:46.837000000,36,Current,,0.27285,0.2346,WI,Professional,Employed,679.0,Fair,20-24.99%,1
105289,2011-08-24 00:49:18.363000000,60,Completed,2013-12-27 00:00:00,0.16289,0.149,WI,Scientist,Employed,739.0,Good,10-14.99%,1
105303,2012-05-21 07:10:36.580000000,36,Current,,0.35797,0.3177,WI,Teacher,Employed,719.0,Good,30-34.99%,1
105348,2013-06-25 08:53:12.617000000,36,Current,,0.26528,0.2272,WI,Biologist,Employed,739.0,Good,20-24.99%,1
105620,2012-01-30 16:27:35.740000000,36,Current,,0.35797,0.3177,WI,Other,Self-employed,679.0,Fair,30-34.99%,1
105732,2012-08-29 13:41:54.017000000,36,Current,,0.15833,0.1299,WI,Food Service,Full-time,679.0,Fair,10-14.99%,1
105939,2013-12-09 07:55:09.727000000,60,Current,,0.17685,0.1535,WI,Other,Employed,699.0,Fair,15-19.99%,1
106073,2014-02-28 15:49:17.397000000,60,Current,,0.15817,0.135,WI,Professional,Employed,699.0,Fair,10-14.99%,1
106163,2013-08-13 15:38:30.323000000,60,Current,,0.23872,0.2139,WI,Professional,Employed,679.0,Fair,20-24.99%,1
106174,2014-02-13 08:15:30.670000000,36,Current,,0.11599,0.0879,WI,Sales - Commission,Employed,699.0,Fair,5-9.99%,1
106225,2012-07-16 08:24:12.530000000,60,Defaulted,2013-10-23 00:00:00,0.17849,0.1551,WI,Food Service Management,Full-time,759.0,Excellent,15-19.99%,1
106353,2010-09-07 16:57:35.557000000,36,Completed,2011-08-02 00:00:00,0.31053,0.275,WI,Truck Driver,Employed,699.0,Fair,25-29.99%,1
106361,2010-12-20 06:25:51.980000000,36,Completed,2013-06-13 00:00:00,0.31308,0.2775,WI,Other,Employed,679.0,Fair,25-29.99%,1
106362,2014-02-21 10:16:30.577000000,36,Current,,0.16678,0.1305,WI,Retail Management,Employed,679.0,Fair,10-14.99%,1
106436,2011-03-11 12:50:03.363000000,36,Current,,0.2951,0.2599,WI,Other,Other,659.0,Fair,25-29.99%,1
106630,2007-08-20 19:36:45.897000000,36,Chargedoff,2008-09-02 00:00:00,0.13484,0.1278,WI,Other,Retired,719.0,Good,10-14.99%,1
106666,2011-11-15 16:56:40.607000000,36,Current,,0.29254,0.2574,WI,Religious,Full-time,659.0,Fair,25-29.99%,1
106677,2014-01-13 08:16:14.257000000,36,Current,,0.14714,0.1189,WI,Civil Service,Employed,719.0,Good,10-14.99%,1
106707,2012-08-30 12:10:30.727000000,36,Chargedoff,2013-05-07 00:00:00,0.35797,0.3177,WI,Student - College Junior,Employed,719.0,Good,30-34.99%,1
106714,2013-06-12 13:36:54.633000000,60,Current,,0.28386,0.2579,WI,Civil Service,Employed,659.0,Fair,25-29.99%,1
106726,2013-03-07 11:18:21.950000000,36,Completed,2013-09-16 00:00:00,0.19645,0.1599,WI,Professional,Employed,859.0,Excellent,15-19.99%,1
106751,2011-08-23 07:05:47.690000000,60,Chargedoff,2013-11-30 00:00:00,0.16289,0.149,WI,Executive,Employed,819.0,Excellent,10-14.99%,1
106776,2012-05-10 18:26:16.480000000,36,Completed,2013-12-04 00:00:00,0.12528,0.0974,WI,Postal Service,Employed,779.0,Excellent,5-9.99%,1
106791,2012-12-20 16:25:08.600000000,60,Current,,0.26528,0.2398,WI,Clerical,Employed,739.0,Good,20-24.99%,1
106814,2014-01-22 11:19:32.247000000,60,Current,,0.21166,0.1875,WI,Other,Employed,679.0,Fair,15-19.99%,1
106981,2013-01-06 19:46:06.977000000,60,Past Due (16-30 days),,0.34408,0.3165,WI,Other,Employed,619.0,Poor,30-34.99%,1
107075,2011-08-20 14:24:11.123000000,36,Current,,0.35643,0.3199,WI,Sales - Commission,Employed,719.0,Good,30-34.99%,1
107125,2007-11-08 14:24:09.303000000,36,Defaulted,2010-05-29 00:00:00,0.16798,0.159,WI,Computer Programmer,Full-time,679.0,Fair,15-19.99%,1
107251,2008-09-04 17:56:52.123000000,36,Completed,2011-09-15 00:00:00,0.2173,0.195,WI,Professional,Full-time,579.0,Poor,15-19.99%,1
107277,2013-05-11 07:00:19.247000000,36,Current,,0.13138,0.1034,WI,Teacher's Aide,Employed,719.0,Good,10-14.99%,1
107515,2008-10-05 18:32:00.260000000,36,Defaulted,2009-08-17 00:00:00,0.22681,0.17,WI,Engineer - Electrical,Full-time,679.0,Fair,15-19.99%,1
107529,2011-11-09 17:30:33.660000000,36,Completed,2013-05-16 00:00:00,0.17359,0.1449,WI,Other,Employed,679.0,Fair,10-14.99%,1
107565,2013-08-27 15:43:24.943000000,36,Current,,0.20053,0.1639,WI,Food Service Management,Employed,719.0,Good,15-19.99%,1
107664,2012-05-18 10:24:00.643000000,60,Completed,2012-11-15 00:00:00,0.28704,0.261,WI,Engineer - Mechanical,Employed,619.0,Poor,25-29.99%,1
107770,2007-04-19 13:29:24.570000000,36,Chargedoff,2009-05-02 00:00:00,0.17722,0.17,WI,Computer Programmer,Self-employed,699.0,Fair,15-19.99%,1
107836,2011-10-12 12:24:41.437000000,36,Current,,0.35132,0.3149,WI,Professional,Employed,739.0,Good,30-34.99%,1
107837,2008-04-29 15:36:22.840000000,36,Completed,2011-04-28 00:00:00,0.27509,0.252,WI,Tradesman - Mechanic,Full-time,619.0,Poor,25-29.99%,1
107838,2013-08-08 10:40:21.040000000,60,Current,,0.20593,0.1819,WI,Other,Employed,739.0,Good,15-19.99%,1
107939,2012-06-23 12:58:56.447000000,60,Chargedoff,2013-02-28 00:00:00,0.24702,0.222,WI,Other,Full-time,679.0,Fair,20-24.99%,1
107966,2014-01-11 08:47:24.760000000,36,Current,,0.19501,0.1585,WI,,Other,659.0,Fair,15-19.99%,1
108031,2013-01-15 10:51:08.373000000,60,Current,,0.2816,0.2557,WI,Other,Employed,699.0,Fair,25-29.99%,1
108105,2013-07-10 19:49:12.643000000,60,Current,,0.14453,0.1219,WI,Laborer,Employed,799.0,Excellent,10-14.99%,1
108140,2011-02-25 04:30:44.233000000,36,Completed,2013-06-11 00:00:00,0.2951,0.2599,WI,Executive,Employed,699.0,Fair,25-29.99%,1
108163,2013-12-12 14:53:14.367000000,60,Current,,0.15425,0.1314,WI,Accountant/CPA,Employed,759.0,Excellent,10-14.99%,1
108174,2013-12-30 12:22:15.003000000,60,Current,,0.17685,0.1535,WI,Laborer,Employed,719.0,Good,15-19.99%,1
108183,2011-06-22 11:03:40.750000000,36,Completed,2011-10-19 00:00:00,0.30532,0.2699,WI,Other,Employed,679.0,Fair,25-29.99%,1
108290,2013-09-15 14:15:37.807000000,36,Current,,0.28544,0.2469,WI,Other,Employed,679.0,Fair,20-24.99%,1
108323,2013-10-16 13:16:55.553000000,36,Current,,0.22875,0.1915,WI,Retail Management,Employed,659.0,Fair,15-19.99%,1
108462,2011-12-20 05:46:26.107000000,60,Current,,0.16487,0.1465,WI,Professional,Employed,739.0,Good,10-14.99%,1
108609,2013-04-28 11:13:57.927000000,36,Current,,0.31032,0.2712,WI,Other,Other,779.0,Excellent,25-29.99%,1
108612,2011-09-12 09:46:23.093000000,36,Chargedoff,2014-02-15 00:00:00,0.34621,0.3099,WI,Sales - Retail,Self-employed,699.0,Fair,30-34.99%,1
108634,2012-04-13 15:19:14.600000000,60,Current,,0.13084,0.1085,WI,Other,Employed,819.0,Excellent,10-14.99%,1
108669,2014-02-15 09:42:31.637000000,36,Current,,0.13836,0.1099,WI,Laborer,Employed,699.0,Fair,10-14.99%,1
108989,2012-06-04 12:59:17.567000000,60,Completed,2013-08-22 00:00:00,0.23318,0.2085,WI,Postal Service,Employed,759.0,Excellent,20-24.99%,1
109020,2014-01-22 14:48:49.847000000,60,Current,,0.15016,0.1274,WI,Attorney,Employed,799.0,Excellent,10-14.99%,1
109115,2013-09-12 14:04:15.423000000,36,Current,,0.35356,0.3134,WI,Medical Technician,Employed,659.0,Fair,30-34.99%,1
109205,2010-03-25 20:10:21.103000000,36,Completed,2012-09-27 00:00:00,0.2188,0.1877,WI,Food Service,Full-time,619.0,Poor,15-19.99%,1
109256,2011-10-20 15:53:09.903000000,36,Current,,0.202,0.1799,WI,Other,Employed,719.0,Good,15-19.99%,1
109416,2007-01-19 08:20:00.630000000,36,Completed,2010-01-31 00:00:00,0.17722,0.17,WI,Nurse (RN),Not available,639.0,Poor,15-19.99%,1
109449,2013-09-28 07:30:39.607000000,36,Current,,0.30899,0.2699,WI,Other,Employed,659.0,Fair,25-29.99%,1
109544,2012-07-11 10:29:45.337000000,36,Current,,0.35797,0.3177,WI,Professional,Employed,699.0,Fair,30-34.99%,1
109559,2013-12-18 19:40:13.023000000,36,Current,,0.18633,0.15,WI,Other,Employed,719.0,Good,15-19.99%,1
109580,2013-11-07 09:10:28.390000000,36,Current,,0.35356,0.3134,WI,Social Worker,Employed,659.0,Fair,30-34.99%,1
109696,2013-05-07 12:05:12.437000000,60,Current,,0.20081,0.1769,WI,Professional,Employed,719.0,Good,15-19.99%,1
109749,2014-03-03 07:41:34.703000000,36,Current,,0.16259,0.1264,WI,Professional,Employed,659.0,Fair,10-14.99%,1
109759,2012-09-20 06:49:34,36,Current,,0.12528,0.0974,WI,Analyst,Employed,759.0,Excellent,5-9.99%,1
109897,2014-02-06 18:32:17.870000000,36,Current,,0.16732,0.1314,WI,Truck Driver,Self-employed,739.0,Good,10-14.99%,1
109953,2013-01-03 18:48:20.650000000,60,Current,,0.22693,0.2024,WI,Police Officer/Correction Officer,Employed,679.0,Fair,20-24.99%,1
110103,2012-06-20 11:48:25.810000000,12,Completed,2012-10-23 00:00:00,0.23554,0.1576,WI,Clerical,Employed,799.0,Excellent,15-19.99%,1
110151,2012-04-18 09:38:10.967000000,60,Chargedoff,2013-03-02 00:00:00,0.31375,0.287,WI,Other,Employed,719.0,Good,25-29.99%,1
110192,2007-07-03 12:17:43.973000000,36,Completed,2008-02-12 00:00:00,0.16988,0.1627,WI,Executive,Full-time,699.0,Fair,15-19.99%,1
110263,2014-01-14 11:54:22.403000000,36,Current,,0.1899,0.1535,WI,Chemist,Employed,719.0,Good,15-19.99%,1
110304,2012-05-31 12:10:48.003000000,60,Completed,2012-10-30 00:00:00,0.20705,0.183,WI,Sales - Commission,Employed,699.0,Fair,15-19.99%,1
110418,2008-05-25 07:16:17.850000000,36,Completed,2009-08-10 00:00:00,0.37453,0.35,WI,Truck Driver,Full-time,659.0,Fair,35-39.99%,1
110455,2013-12-07 18:37:05.017000000,60,Current,,0.14658,0.1239,WI,Other,Employed,719.0,Good,10-14.99%,1
110520,2011-07-19 11:46:29.713000000,36,Current,,0.30532,0.2699,WI,Other,Other,679.0,Fair,25-29.99%,1
110560,2013-11-06 13:30:26.873000000,60,Current,,0.21115,0.187,WI,Retail Management,Employed,699.0,Fair,15-19.99%,1
110589,2014-02-19 14:41:39.760000000,36,Current,,0.07957,0.0659,WI,Other,Employed,719.0,Good,5-9.99%,1
110614,2011-02-15 10:27:07.530000000,36,Completed,2013-06-06 00:00:00,0.25424,0.2199,WI,Administrative Assistant,Employed,739.0,Good,20-24.99%,1
110632,2012-01-27 14:54:45.767000000,36,Current,,0.35797,0.3177,WI,Construction,Employed,719.0,Good,30-34.99%,1
110798,2011-04-20 12:10:20.927000000,36,Completed,2013-11-29 00:00:00,0.08331,0.0799,WI,Other,Employed,759.0,Excellent,5-9.99%,1
